x,y
0.0710410602626208,0.4284033480683206
0.5204258542332908,0.5036030128917065
0.4021634882127834,0.8926725205075513
0.7871018689106053,0.4508622187714671
0.1948238207604637,0.957841693039807
0.8590435062903425,0.0571594644810689
0.933196869004676,0.8632759612348625
0.7233583969612759,0.7660559195667777
0.3748206758004163,0.8106570860687938
0.1405199879790625,0.6572385157232367
0.6062704489936284,0.2763966311793716
0.4492452509247011,0.6721367226914192
0.9142545912643094,0.2480278200834875
0.245259681014245,0.8362745227430668
0.1811610816157047,0.7259609673674415
0.8457956693170675,0.6050122155611595
0.3613752827767202,0.5324726225918899
0.59295726008261,0.4227867923704348
0.1439202409089206,0.9624863610381522
0.5075280522318127,0.2719733212596431
0.2456552720779362,0.8785532800319299
0.0066362764733178,0.942070651594246
0.5369557200352889,0.7177328982087888
0.7976296056208074,0.8237880415144342
0.2814222386827514,0.932408746641996
0.2212157469327343,0.2140413087647017
0.0087500932565375,0.0595506431531375
0.7271317372148535,0.2850086995697841
0.6560333741956205,0.5715102817344981
0.8824222994299848,0.034875437467284
0.7833500867426104,0.475048849156958
0.1398656250111821,0.8909754260599246
0.2425430858655373,0.3171593395045146
0.6556722799049503,0.1470519844289132
0.6777979777715414,0.712084261396877
0.5965245514705042,0.0941084247349498
0.8758669694854092,0.4223554696993994
0.5068065162360353,0.2545512893696431
0.1807564425668002,0.9499599737278992
0.4931433076988275,0.3934213782072505
0.0022798901623947,0.8554575499982323
0.7299652709506248,0.5693689534506796
0.3852904570463299,0.3923493181141957
0.315995515398708,0.868064271276135
0.0955502468197924,0.561155799700634
0.3404974261800108,0.0891756052571531
0.2586603146451171,0.9639228866012588
0.1370536084893736,0.8585555282386189
0.7189913703722733,0.9096763219461692
0.3977750011747237,0.7979205053868181
0.0330349987594561,0.5795627600064973
0.4784592187020932,0.796680098921383
0.5052896583422594,0.6264157126414829
0.0479832070032705,0.5927419696940934
0.2358511892713425,0.1094558908793028
0.3475882408330277,0.7376563570027457
0.989878248417963,0.8270943771791264
0.6927732921213794,0.7949304775890831
0.5996667092576612,0.7588082822257273
0.4989515130179035,0.5607004911725838
0.4633247108714494,0.8689569829023724
0.5771429582988139,0.6965735600870022
0.752303761272073,0.3158475156098258
0.0372975886241567,0.2900209334054721
0.0063744815649718,0.2726808821479188
0.1395982571230062,0.0793747009291349
0.9532433734537756,0.9797219620355072
0.3452816214483768,0.8858758896954966
0.6663566420882842,0.9329308869335308
0.5519834300990474,0.9665087830397922
0.8288639279733336,0.517471795434245
0.6549557782453083,0.8713201667130185
0.6647815665160605,0.8569690824718393
0.5495154977334399,0.2200632712183636
0.2250933884045591,0.7376866793412749
0.5018040151313726,0.6747844378470075
0.090616698419577,0.0497671829387919
0.6372235856017148,0.9626013864180978
0.4375616963414763,0.146155570540452
0.2903846442576565,0.4617717850620986
0.0625621708775472,0.714066828348138
0.3322121118666027,0.3451099849412233
0.2352620906829376,0.1101673851563127
0.8582010966852881,0.3982819870387284
0.5805686082963891,0.7154959536370826
0.2808633044755066,0.3672645063980387
0.5834753010023468,0.9573321775372632
0.8230730284203266,0.5065799605888881
0.670672664749769,0.5746012375815328
0.571518211532669,0.9459231421033092
